#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
de4b44b3a81038b5969c559c4926efa9,39,male,,Brazil,Canada,"between 100,000 and 1 million",0,Portuguese,"associate's degree","Computer Programming","married or domestic partnership",1,1,2,0,0,,,,,"Employed for wages",,"software development and IT",,30000,"15 to 29 minutes",1,0,0,1,Yes,,,,,,,"Coursera, HackerRank, Stack Overflow, Udemy, The Odin Project, Mozilla Developer Network (MDN), Codecademy, freeCodeCamp, W3Schools, Udacity",10,300,No,,,,,50000,,,"freeCodeCamp, funfunfunction, LearnCode.Academy, MIT Open Courseware","2017-03-09 14:23:35","2017-03-09 14:26:17",55a11935a9
0d36e430e3cf77a57fb0e6f85b29b0af,29,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree",Economics,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,140000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,"Startup Weekend, hackathons, Meetup.com events","Lynda.com, Stack Overflow, Codecademy, Udacity",15,28,Yes,"Dev Bootcamp",Yes,No,Yes,14800,"Developer Tea",,,"2017-03-09 14:24:14","2017-03-09 14:26:27",ba178a6e48
c07734108d278afcd3b4577520b37519,24,female,,Argentina,Argentina,"more than 1 million",0,Spanish,"trade, technical, or vocational training",,"single, never married",0,,,,0,,,,,"Employed for wages",,,"Clothing industry ",3375,"45 to 60 minutes",1,0,0,1,No,"  Mobile Developer,   Front-End Web Developer","work for a medium-sized company",938,"in an office with other developers",Yes,"freeCodeCamp study groups","Stack Overflow, freeCodeCamp",8,6,No,,,,,0,,"I'm already applying",freeCodeCamp,"2017-03-09 14:23:41","2017-03-09 14:28:15",ed45948a3b
597ccce60adaaca407fa18c2ac68163e,21,male,,Greece,Greece,,0,Greek,"bachelor's degree",Mathematics,"single, never married",1,0,,,0,,,,,,,,,,,,,0,0,No,"Game Developer","work for a multinational corporation",1200,"in an office with other developers",Yes,,freeCodeCamp,4,2,No,,,,,0,,"more than 12 months from now",,"2017-03-09 14:26:09","2017-03-09 14:28:40",70ca48abe5
9e6c2f9616487ac565bf4281e3d63fc9,43,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"master's degree (non-professional)",Mathematics,"married or domestic partnership",1,1,2,0,1,1,50000,1,30000,"Employed for wages",,"software development and IT",,50000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"Stack Overflow, Coursera, EdX, Udacity",10,36,No,,,,,500,,,,"2017-03-09 14:26:51","2017-03-09 14:29:02",ec49371a64
a8376960f915bfa4b47603f8caee56ee,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"freelance ",,,,,"Coursera, Udemy, Khan Academy, Mozilla Developer Network (MDN), Lynda.com, EdX, freeCodeCamp, Stack Overflow",,,,,,,,,,,,"2017-03-09 14:29:00","2017-03-09 14:29:12",7d6ed84363
a908efc196d76cbded9b87808ab4aeb2,39,female,,"United States of America","United States of America","more than 1 million",1,English,"master's degree (non-professional)","Teacher Education for Multiple Levels",divorced,1,1,3,0,1,0,,1,8000,"Employed for wages",,"software development and IT",,42000,"30 to 44 minutes",1,0,0,1,Yes,,,,,,"Girl Develop It, hackathons, Meetup.com events, workshops, conferences, freeCodeCamp study groups","W3Schools, freeCodeCamp, Mozilla Developer Network (MDN), Stack Overflow, Lynda.com, Skillcrush",15,12,Yes,"Coding Dojo",Yes,No,Yes,7500,None,,freeCodeCamp,"2017-03-09 14:25:45","2017-03-09 14:29:36",69bddfa2a2
d1b3ced69bec08d92f2facd5d2c54f34,41,male,,"United States of America","United States of America","less than 100,000",1,English,"bachelor's degree","Software Engineering","married or domestic partnership",1,1,2,0,1,1,125000,1,58000,"Not working but looking for work",,,,,,,0,0,1,No,"  Front-End Web Developer","work for a startup",65000,"no preference",No,,"Udemy, Codecademy, Pluralsight / Code School, Skillcrush, W3Schools, EdX, Khan Academy, Mozilla Developer Network (MDN), Stack Overflow, freeCodeCamp, Treehouse, CSS Tricks, Lynda.com",1,1,No,,,,,2000,"Shop Talk Show, The Versioning Show","I haven't decided","freeCodeCamp, The New Boston, Coding Tutorials 360","2017-03-09 14:28:33","2017-03-09 14:31:12",a50ed33c9f
72d54a206d1de7c499bf6453ce2c36f5,23,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree","Criminal Justice","married or domestic partnership",1,1,1,0,1,0,,0,,"Not working but looking for work",,,,,,,1,0,1,No,"Full-Stack Web Developer,   Quality Assurance Engineer, Back-End Web Developer","work for a medium-sized company",65000,"no preference",No,"Code Platoon","Mozilla Developer Network (MDN), Stack Overflow, W3Schools, Lynda.com, Coursera",70,6,Yes,"Code Platoon",No,No,Yes,2700,,"Within the next 6 months",freeCodeCamp,"2017-03-09 14:29:47","2017-03-09 14:31:56",70d11942d9
32018ef1bdb2cd3f71fb14437822e61b,38,female,,"United States of America","United States of America","more than 1 million",1,English,"bachelor's degree",Photography,"married or domestic partnership",0,,,,1,1,465000,1,20000,"A stay-at-home parent or homemaker",,,,,,,0,0,1,No,"  Front-End Web Developer","work for a medium-sized company",60000,"in an office with other developers",No,,freeCodeCamp,1,6,No,,,,,50,,"more than 12 months from now",,"2017-03-09 14:30:02","2017-03-09 14:32:05",667d0409af
4a23cf760d6868d2274d1fdc72aef847,48,male,,"United Kingdom","United Kingdom","between 100,000 and 1 million",0,English,"bachelor's degree",Photography,"married or domestic partnership",0,,,,1,1,131000,1,18000,"Self-employed freelancer",,"software development and IT",,12000,"I work from home",1,0,0,1,No,,"freelance ",,,,"Meetup.com events","Stack Overflow, Udemy, freeCodeCamp, Devslopes",10,12,No,,,,,1000,"The Web Ahead, Developer Tea, CodePen Radio, Code Newbie, Learn To Code With Me",,"freeCodeCamp, Devslopes","2017-03-09 14:29:55","2017-03-09 14:32:25",10b6334b7a
6a3d2007a4cb8aa65bd331fa70da5177,30,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Business Administration and Management","married or domestic partnership",1,0,,0,1,1,125000,0,,"Employed for wages",,,Manufacturing,65000,"More than 60 minutes",1,1,1,1,No,,"freelance ",,,,,"Udemy, freeCodeCamp, Stack Overflow, Udacity",15,3,No,,,,,200,"Under the Radar",,,"2017-03-09 14:29:15","2017-03-09 14:32:56",8983f3172d
b19c089c36add209114a3de2dfa6c3b2,21,male,,Bangladesh,Bangladesh,"more than 1 million",0,Bengali,"high school diploma or equivalent (GED)",,"single, never married",1,0,,1,0,,,,,"Employed for wages",,"software development and IT",,2400,"15 to 29 minutes",1,0,0,1,No,"  Front-End Web Developer","work for a startup",40000,"in an office with other developers",Yes,"freeCodeCamp study groups",freeCodeCamp,40,24,No,,,,,1000,"JavaScript Jabber, Shop Talk Show, JavaScript Air","I'm already applying","The New Boston, Google Developers, freeCodeCamp, DevTips, funfunfunction, LevelUpTuts","2017-03-09 14:30:30","2017-03-09 14:33:22",7269c8ffd8
aecd62f6f3c86308c614af791d27803f,28,male,,Hungary,Germany,"more than 1 million",0,Hungarian,"professional degree (MBA, MD, JD, etc.)","Structural Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,40000,"Less than 15 minutes",1,0,0,1,Yes,,,,,,conferences,"Egghead.io, freeCodeCamp, Udemy, HackerRank, Stack Overflow, Udacity, The Odin Project, Codecademy, Code Wars, EdX, gorails",20,18,No,,,,,500,"Ruby Rogues, Giant Robots Smashing into Other Giant Robots",,railsconf,"2017-03-09 14:31:59","2017-03-09 14:33:34",9416684e8f
a3c237edb5b9cfe183e38441ec1d3374,34,male,,"United States of America","United States of America","less than 100,000",1,English,"bachelor's degree",Biochemistry,"married or domestic partnership",1,1,2,0,1,0,,1,55000.00,"Employed for wages",,,"Biomedical research",63000.00,"45 to 60 minutes",0,0,0,1,No,"Full-Stack Web Developer",,65000,"in an office with other developers",No,NodeSchool,"CSS Tricks, Stack Overflow, Mozilla Developer Network (MDN), freeCodeCamp, W3Schools, Codecademy, Udemy",25,4,No,,,,,1000.00,,"I'm already applying","freeCodeCamp, The New Boston, LearnCode.Academy, DevTips","2017-03-09 14:29:33","2017-03-09 14:33:43",28e7cea5cc
705179d17533d1aeac07d36510ef6754,33,male,,"United States of America","United States of America","more than 1 million",1,English,"trade, technical, or vocational training",,divorced,0,,,,1,0,,1,30000,"Self-employed business owner",,,"massage therapy",18000,"I work from home",0,0,0,1,No,"Full-Stack Web Developer,   Mobile Developer, Back-End Web Developer,   Front-End Web Developer","work for a medium-sized company",70000,"in an office with other developers",No,,"freeCodeCamp, Stack Overflow, W3Schools, HackerRank",25,24,No,,,,,0,,"I'm already applying",freeCodeCamp,"2017-03-09 14:31:11","2017-03-09 14:35:24",05015cc012
891c3d161c65f6c6da5b0aa834a5a9e2,26,male,,Israel,Israel,"between 100,000 and 1 million",0,Hebrew,"trade, technical, or vocational training",,"single, never married",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,31164,"30 to 44 minutes",0,1,0,1,Yes,,,,,,hackathons,"freeCodeCamp, Stack Overflow, Pluralsight / Code School, Mozilla Developer Network (MDN)",5,120,Yes,10x.org.il,Yes,No,Yes,100,"Developer Tea, Software Engineering Daily, JavaScript Air, JavaScript Jabber, Code Newbie",,,"2017-03-09 14:34:14","2017-03-09 14:37:05",310790122f
03af7013f86dc298c5a60f5f029fb60e,33,female,,Argentina,Argentina,"more than 1 million",0,Spanish,"bachelor's degree","Graphic Design","married or domestic partnership",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,30000,"I work from home",0,0,0,1,No,,"start your own business",,,,"Meetup.com events, workshops","CSS Tricks, Egghead.io, EdX, Khan Academy, freeCodeCamp, Stack Overflow",7,36,No,,,,,300,,,"MIT Open Courseware, Coding Train (Coding Rainbow), freeCodeCamp","2017-03-09 14:25:48","2017-03-09 14:37:23",1e25a0af8d
df915f9e68641157f3433d61c3bb772e,26,male,,"United States of America","United States of America","between 100,000 and 1 million",,English,"bachelor's degree",Marketing,"single, never married",,,,,1,1,130000,1,10000,"Employed for wages",,finance,,65000,"15 to 29 minutes",,0,0,1,No,,"work for a medium-sized company",,"from home",,,Udemy,7,2,No,,,,,60,"Code Newbie","Within the next 6 months",,"2017-03-09 14:15:44","2017-03-09 14:38:40",44c15b3d15
f7647c6b0fbb537208c3b0011f091d78,19,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  User Experience Designer","work for a startup",70000,"in an office with other developers",Yes,,"CSS Tricks, Lynda.com, freeCodeCamp, Codecademy, Mozilla Developer Network (MDN)",30,4,No,,,,,0,,"Within the next 6 months",freeCodeCamp,"2017-03-09 14:37:13","2017-03-09 14:39:17",db435b0037
9b3b0c5e67c8b93b14642eb8c67c43f9,31,male,,"United States of America","United States of America","more than 1 million",0,English,"master's degree (non-professional)","Environmental Engineering","married or domestic partnership",0,,,,1,1,250000,0,,"Employed for wages",,"architecture or physical engineering",,75000,"30 to 44 minutes",0,0,0,1,No,,"start your own business",,,,"Django Girls","freeCodeCamp, Codecademy",8,1,No,,,,,100,,,freeCodeCamp,"2017-03-09 14:37:11","2017-03-09 14:39:32",e2ca1f64f3
86b20b6545dd6d167b5c2a81d16c9a91,27,male,,"United States of America","United States of America","more than 1 million",1,English,"associate's degree","General Construction Trades","married or domestic partnership",1,0,,0,1,0,,1,10000,"Employed for wages",,"software development and IT",,25000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,"conferences, Meetup.com events","Stack Overflow, W3Schools, Udemy",10,12,Yes,"Flatiron School",Yes,Yes,Yes,6000,"Ruby Rogues",,,"2017-03-09 14:38:04","2017-03-09 14:41:02",d36aa3ffd1
759537fa9558f14ed833d3833f51254c,26,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Management Information Systems","single, never married",0,,,,1,0,,1,60000,"Employed for wages",,"software development and IT",,60000,"Less than 15 minutes",1,0,0,1,No,"  Data Scientist","work for a startup",75000,"in an office with other developers",Yes,,"W3Schools, EdX, Lynda.com, Udacity, Stack Overflow, Coursera",8,5,No,,,,,800,,"I'm already applying","Computerphile, MIT Open Courseware","2017-03-09 14:41:05","2017-03-09 14:43:24",3ea50fbc9c
b17864f1b0d1c396f27df5aa5025dc7c,30,male,,"Korea South","United States of America","more than 1 million",1,Korean,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Unable to work",,,,,,,1,0,1,No,"  User Experience Designer","work for a startup",,"from home",,hackathons,Codecademy,10,10,No,,,,,,,"more than 12 months from now","Simplilearn, LearnCode.Academy","2017-03-09 14:42:11","2017-03-09 14:43:38",57a219c634
bb84d51b933fa9cd629d541ded528bf7,26,male,,"United States of America","United States of America","less than 100,000",1,Spanish,"associate's degree","Computer Science",separated,0,,,,1,0,,1,16000,"Employed for wages",,"office and administrative support",,23000,"45 to 60 minutes",1,0,0,1,No,"  Front-End Web Developer,   Data Scientist, Data Engineer, Full-Stack Web Developer,   DevOps / SysAdmin, Back-End Web Developer, Information Security,   User Experience Designer,   Mobile Developer, Game Developer","work for a medium-sized company",70000,"no preference",No,"workshops, Meetup.com events, hackathons","Mozilla Developer Network (MDN), freeCodeCamp, EdX, Coursera, Codecademy, W3Schools, Khan Academy, Stack Overflow, Udemy, The Odin Project, CSS Tricks",3,24,No,,,,,500,"Software Engineering Radio, Code Newbie","Within the next 6 months","freeCodeCamp, funfunfunction, The New Boston, Coding Train (Coding Rainbow), MIT Open Courseware","2017-03-09 14:41:20","2017-03-09 14:43:41",9b4f12405a
bc50b51c014ac3f9acf681aac5ca3f39,27,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree",Advertising,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,85000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Udemy, EdX, Stack Overflow, Codecademy, Pluralsight / Code School",40,8,No,,,,,150,,,,"2017-03-09 14:42:14","2017-03-09 14:43:46",a4a26d0f69
daa071be487946040129c85e23500672,23,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Systems Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,70000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Treehouse, Stack Overflow, EdX, Pluralsight / Code School, Udemy, freeCodeCamp, CSS Tricks",40,5,Yes,"General Assembly",Yes,No,Yes,10000,"Giant Robots Smashing into Other Giant Robots, CodePen Radio, Developer Tea, The Web Ahead, JavaScript Jabber, Code Newbie, Shop Talk Show",,FunFunFunction,"2017-03-09 14:44:18","2017-03-09 14:46:47",54545ab29b
cbccada62fd658a54f6032de330edada,56,female,,"United States of America","United States of America","more than 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"office and administrative support",,55000,"30 to 44 minutes",1,0,0,1,No,"Back-End Web Developer","work for a nonprofit",35000,"in an office with other developers",Yes,,"W3Schools, Stack Overflow, Skillcrush, Udemy, Khan Academy, Udacity, CSS Tricks",5,,No,,,,,2500,"Talk Python To Me","I haven't decided",,"2017-03-09 14:44:55","2017-03-09 14:46:51",d71d10bdf4
22a0aac13bee5d096de977bd0b64bbab,28,male,,Argentina,Argentina,"between 100,000 and 1 million",0,Spanish,"trade, technical, or vocational training",,"married or domestic partnership",0,,,,1,0,,0,,"Employed for wages",,"software development and IT",,23000,"More than 60 minutes",1,0,0,1,Yes,,,,,,"Girl Develop It, conferences, Meetup.com events","Pluralsight / Code School, CSS Tricks, Stack Overflow",5,84,No,,,,,0,"JavaScript Air, JavaScript Jabber",,funfunfunction,"2017-03-09 14:42:41","2017-03-09 14:47:28",9d80c9819a
106a6fbb572b164abe1b2b9b09b9cef6,35,male,,Italy,Italy,"more than 1 million",0,Italian,"bachelor's degree","Managerial Economics","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,23500,"More than 60 minutes",0,0,0,1,Yes,,,,,,,"W3Schools, freeCodeCamp, Stack Overflow, Codecademy",20,10,No,,,,,0,,,freeCodeCamp,"2017-03-09 14:44:59","2017-03-09 14:47:48",386af1091f
7e302d4a03dfd6b010f8fe8d1fc3e095,25,female,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"bachelor's degree",Biology,"single, never married",0,,,,0,,,,,"Employed for wages",,"arts, entertainment, sports, or media",,28000,"30 to 44 minutes",1,0,0,1,No,,"freelance ",,,,,"freeCodeCamp, Mozilla Developer Network (MDN), Codecademy, Treehouse, CSS Tricks, Code Wars",8,5,No,,,,,200,"Learn to Code with Me",,,"2017-03-09 14:46:38","2017-03-09 14:48:24",b1eb1edd53
3a2c0ac3052e4f5146faacb4cf85909c,19,male,,"United States of America","United States of America","more than 1 million",0,English,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Systems Engineer","work for a multinational corporation",60000,"in an office with other developers",Yes,,"Khan Academy, Codecademy",3,40,No,,,,,0,,"Within 7 to 12 months",,"2017-03-09 14:47:08","2017-03-09 14:48:33",634aa6389c
9b5a32b18cb3acd6b7d6bb6421499c38,27,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","Civil Engineering","married or domestic partnership",0,,,,1,0,,1,30000,"Employed for wages",,"architecture or physical engineering",,68000,"45 to 60 minutes",1,0,0,1,No,"  Data Scientist","work for a medium-sized company",85000,"in an office with other developers",No,,"W3Schools, Coursera, HackerRank, Stack Overflow, Codecademy",8,24,No,,,,,1500,"Programming Throwdown, Talk Python To Me","Within the next 6 months",freeCodeCamp,"2017-03-09 14:47:57","2017-03-09 14:50:15",742de04f5e
328a08656130ab50d73359d4c37279a6,26,,Irrelevant,"United States of America","United States of America","less than 100,000",0,English,"some college credit, no degree",,"married or domestic partnership",1,1,4,0,1,1,,0,,,"Family business. Employed to learn to code",,,,,,0,0,1,Yes,,,,,,,"Stack Overflow, The Odin Project, freeCodeCamp, W3Schools, Codecademy",15,3,No,,,,,600,,,funfunfunction,"2017-03-09 14:48:01","2017-03-09 14:50:37",9d7d606df4
d9279ce5bea69a1d50bd34dcb9fdd3ef,18,male,,India,India,"more than 1 million",0,Tamil,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer, Back-End Web Developer,   Front-End Web Developer","work for a startup",100000,"in an office with other developers",Yes,workshops,"Codecademy, W3Schools, Coursera, Stack Overflow, freeCodeCamp, EdX, Udacity, Mozilla Developer Network (MDN), Khan Academy",30,8,No,,,,,2500,,"I haven't decided","The New Boston, MIT Open Courseware, Derek Banas, Google Developers, LevelUpTuts","2017-03-09 14:49:29","2017-03-09 14:50:59",7376a7cc4d
f35ca4877eea2c7b27edee94526a4366,27,female,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","Child Development","single, never married",0,,,,1,0,,1,30000,"Employed for wages",,"software development and IT",,20000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,"Girl Develop It, hackathons, conferences, workshops, Women Who Code, RailsBridge","Egghead.io, HackerRank, Stack Overflow, freeCodeCamp, Coursera, Code Wars, W3Schools, Codecademy, Udacity, Pluralsight / Code School, Udemy, Treehouse, Khan Academy, Mozilla Developer Network (MDN)",15,16,Yes,"Grace Hopper Academy",Yes,Yes,Yes,20000,"Code Newbie",,freeCodeCamp,"2017-03-09 14:50:19","2017-03-09 14:52:03",a8d41d7d6b
58f2ea835a5ee35a22f652b97fd3a1d6,24,female,,India,"United States of America","more than 1 million",0,Gujarati,"master's degree (non-professional)",Economics,"single, never married",0,,,,0,,,,,"Employed for wages",,"arts, entertainment, sports, or media",,31000,"15 to 29 minutes",0,0,0,1,No,"Back-End Web Developer,   Data Scientist","work for a startup",60000,"in an office with other developers",Yes,"conferences, Meetup.com events","W3Schools, Udacity, Coursera",7,24,No,,,,,1400,Udacity,"Within 7 to 12 months",Udacity,"2017-03-09 14:50:37","2017-03-09 14:52:19",64a69d0b12
8c843dff1d24a49fce4cbe79a511c77a,31,female,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree",Anthropology,"single, never married",0,,,,1,0,,1,9000,,"paid internship",,,,,,0,0,1,Yes,,,,,,"Meetup.com events","Codecademy, Mozilla Developer Network (MDN), Stack Overflow, Pluralsight / Code School, Udacity",15,17,Yes,Ada,No,No,Yes,2400,"I don't listen to podcasts.",,none,"2017-03-09 14:51:24","2017-03-09 14:53:14",b93c5a6868
99f71128323096e568874c28dfbb4832,29,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"master's degree (non-professional)",Linguistics,"married or domestic partnership",0,,,,1,0,,1,60000,"Employed for wages",,"software development and IT",,40000,"45 to 60 minutes",0,0,0,1,Yes,,,,,,"workshops, Meetup.com events, Django Girls","Mozilla Developer Network (MDN), freeCodeCamp, Udemy, Stack Overflow",10,54,No,,,,,500,,,,"2017-03-09 14:52:23","2017-03-09 14:53:50",3af7fdfa4b
a61cf84600f7851c4ffeaffa63387a90,62,male,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"master's degree (non-professional)","Organizational Behavior Studies","married or domestic partnership",1,1,6,0,1,1,240000,1,60000,"Employed for wages",,education,,200000,"15 to 29 minutes",0,0,0,1,No,,"start your own business",,,,,"Codecademy, freeCodeCamp, Stack Overflow, Udacity, Treehouse",20,10,No,,,,,200,,,"freeCodeCamp, Derek Banas","2017-03-09 14:53:39","2017-03-09 14:56:36",4f9ca3a1b7
5fe014f6587c65b08bb8970f81aed26c,35,male,,Sweden,Sweden,"between 100,000 and 1 million",0,Swedish,"bachelor's degree","Computer Science","married or domestic partnership",0,,,,1,0,,1,30000,"Employed for wages",,"software development and IT",,45000,"Less than 15 minutes",0,1,0,1,Yes,,,,,,conferences,"Pluralsight / Code School, Khan Academy, Stack Overflow, W3Schools, Lynda.com",10,30,No,,,,,300,".NET Rocks",,"MIT Open Courseware, Computerphile","2017-03-09 14:55:23","2017-03-09 14:57:43",0a08416fba
f330951086cb192545f6c27a1f176ddc,25,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree","Communication and Media Studies","single, never married",0,,,,1,0,,1,5000,"Not working but looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a medium-sized company",60000,"in an office with other developers",Yes,hackathons,"freeCodeCamp, Mozilla Developer Network (MDN), Lynda.com, EdX",4,12,Yes,,Yes,No,Yes,0,"JavaScript Jabber","I'm already applying",,"2017-03-09 14:58:01","2017-03-09 14:59:22",3fc9f6e8b1
e51e75999436b198d971b04c22de70a2,22,male,,"United Kingdom","United Kingdom","less than 100,000",0,English,"some college credit, no degree",,"single, never married",0,,,,1,0,,1,35000,"Employed for wages",,"software development and IT",,0,"15 to 29 minutes",0,0,0,0,No,"Full-Stack Web Developer,   Mobile Developer, Game Developer, Back-End Web Developer,   Front-End Web Developer","work for a startup",,,,,,,,,,,,,,,I,,"2017-03-09 15:00:56","2017-03-09 15:02:30",cd1dbef5ab
01c192cecba88046d0e3a710eee464bc,39,female,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"associate's degree","Biology and Biological Sciences",divorced,1,0,,1,1,1,50000,1,20000,"Employed for wages",,sales,,,"15 to 29 minutes",1,0,0,1,No,"  Data Scientist, Back-End Web Developer,   Front-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",50000,"from home",,,"Skillcrush, Codecademy, Pluralsight / Code School, EdX, Udemy, W3Schools, Udacity, CSS Tricks, Coursera, freeCodeCamp",7,6,No,,,,,1000,"Code Newbie","Within 7 to 12 months","Derek Banas, freeCodeCamp, LearnCode.Academy, MIT Open Courseware, DevTips, LevelUpTuts","2017-03-09 15:00:55","2017-03-09 15:03:08",c9a56d0a50
f16654af0947da39c480d837397172d0,36,male,,Canada,Canada,"more than 1 million",1,English,"master's degree (non-professional)","Graphic Communication and Printing","married or domestic partnership",1,1,2,1,1,1,200000,0,,"Self-employed freelancer",,"software development and IT",,70000,"I work from home",0,0,0,1,Yes,,,,,,"conferences, hackathons","Udacity, Mozilla Developer Network (MDN), Khan Academy, Stack Overflow, W3Schools, Udemy, Coursera, Treehouse, Lynda.com, Codecademy, CSS Tricks",2,120,No,,,,,1000,,,"LevelUpTuts, MIT Open Courseware, Google Developers","2017-03-09 15:00:50","2017-03-09 15:03:18",ffcc924896
75091c344457aadada843bbe9dd0829b,26,female,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","Graphic Design","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,,"Web design/development",52500,"30 to 44 minutes",0,0,0,1,No,"  Front-End Web Developer","work for a medium-sized company",60000,"in an office with other developers",No,"Haven't gone to one","CSS Tricks, Mozilla Developer Network (MDN), Stack Overflow, Udacity, freeCodeCamp, W3Schools",10,2,Yes,"General Assembly",No,No,Yes,0,"Haven't listened to one","Within the next 6 months",freeCodeCamp,"2017-03-09 15:01:45","2017-03-09 15:03:20",ce70507625
2443e38f49655374ff9af656df5db132,23,male,,Mexico,Mexico,"more than 1 million",0,Spanish,"bachelor's degree","Computer Software Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,1750,"15 to 29 minutes",1,0,0,1,Yes,,,,,,"hackathons, Meetup.com events, workshops","Codecademy, Stack Overflow, W3Schools, freeCodeCamp",5,36,No,,,,,30,,,"Derek Banas, The New Boston","2017-03-09 15:02:06","2017-03-09 15:04:12",6390d7d554
bb96563c6766e713142968d6b84e6638,52,female,,"United States of America","United States of America","less than 100,000",0,English,"master's degree (non-professional)",Education,divorced,0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,,"freelance ",,,,"Girl Develop It, conferences","Codecademy, Coursera, Udacity, Stack Overflow",48,24,No,,,,,2000,,,"Google Developers","2017-03-09 15:06:48","2017-03-09 15:08:34",2729706003
dc3e388b81aa61b85ff142272658f09d,28,male,,Canada,"United States of America","between 100,000 and 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",1,1,3,0,1,0,,1,25000,"Employed for wages",,"software development and IT",,22000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Treehouse, Coursera, freeCodeCamp, The Odin Project, Stack Overflow, Pluralsight / Code School, CSS Tricks, Codecademy, Udemy, W3Schools, HackerRank, Udacity, Mozilla Developer Network (MDN)",30,50,No,,,,,50,,,"freeCodeCamp, Google Developers, CodeCourse, LearnCode.Academy","2017-03-09 15:11:43","2017-03-09 15:13:51",83a144e641
